date,city,latitude,longitude,water_level_m,precipitation_mm,flood_alert_flag
2019-11-22,Thiruvananthapuram,8.5241,76.9366,2.64,83.34,Yellow
2019-11-22,Kollam,8.8932,76.6141,4.99,97.65,Yellow
2019-11-22,Alappuzha,9.4981,76.3388,2.39,149.1,Yellow
2019-11-22,Kottayam,9.5916,76.5222,7.36,151.93,Red
2019-11-22,Ernakulam,10.0827,76.2711,2.78,174.56,Yellow
2019-11-22,Thrissur,10.5276,76.2144,5.65,52.35,Yellow
2019-11-22,Palakkad,10.7867,76.6548,4.41,110.37,Yellow
2019-11-22,Malappuram,11.2588,76.3183,4.34,141.53,Yellow
2019-11-22,Kozhikode,11.2588,75.7804,6.21,138.96,Yellow
2019-11-22,Wayanad,11.6854,76.132,6.26,122.17,Yellow
2019-11-22,Kannur,11.8745,75.3704,4.17,96.15,Yellow
2019-11-22,Kasaragod,12.499,75.0577,6.72,126.61,Yellow
2019-11-22,Pathanamthitta,9.2646,76.7874,3.64,100.92,Yellow
2019-11-22,Idukki,9.8501,77.0166,2.57,125.99,Yellow
2019-11-23,Thiruvananthapuram,8.5241,76.9366,3.89,144.62,Yellow
2019-11-23,Kollam,8.8932,76.6141,3.15,99.29,Yellow
2019-11-23,Alappuzha,9.4981,76.3388,3.67,105.47,Yellow
2019-11-23,Kottayam,9.5916,76.5222,5.85,109.74,Yellow
2019-11-23,Ernakulam,10.0827,76.2711,4.18,48.96,Yellow
2019-11-23,Thrissur,10.5276,76.2144,4.29,128.81,Yellow
2019-11-23,Palakkad,10.7867,76.6548,4.72,122.83,Yellow
2019-11-23,Malappuram,11.2588,76.3183,3.41,168.68,Yellow
2019-11-23,Kozhikode,11.2588,75.7804,2.73,121.38,Yellow
2019-11-23,Wayanad,11.6854,76.132,5.05,135.27,Yellow
2019-11-23,Kannur,11.8745,75.3704,6.68,116.14,Yellow
2019-11-23,Kasaragod,12.499,75.0577,4.98,149.95,Yellow
2019-11-23,Pathanamthitta,9.2646,76.7874,3.04,120.79,Yellow
2019-11-23,Idukki,9.8501,77.0166,7.53,86.11,Red
2019-11-24,Thiruvananthapuram,8.5241,76.9366,2.67,126.31,Yellow
2019-11-24,Kollam,8.8932,76.6141,4.33,110.54,Yellow
2019-11-24,Alappuzha,9.4981,76.3388,5.19,156.69,Orange
2019-11-24,Kottayam,9.5916,76.5222,5.23,128.99,Yellow
2019-11-24,Ernakulam,10.0827,76.2711,4.72,94.85,Yellow
2019-11-24,Thrissur,10.5276,76.2144,2.13,119.86,Yellow
2019-11-24,Palakkad,10.7867,76.6548,2.95,201.08,Red
2019-11-24,Malappuram,11.2588,76.3183,5.89,169.76,Orange
2019-11-24,Kozhikode,11.2588,75.7804,3.79,76.12,Yellow
2019-11-24,Wayanad,11.6854,76.132,5.98,149.7,Yellow
2019-11-24,Kannur,11.8745,75.3704,3.76,147.27,Yellow
2019-11-24,Kasaragod,12.499,75.0577,5.52,138.52,Yellow
2019-11-24,Pathanamthitta,9.2646,76.7874,6.65,173.03,Orange
2019-11-24,Idukki,9.8501,77.0166,3.59,198.14,Yellow
2019-11-25,Thiruvananthapuram,8.5241,76.9366,5.72,156.05,Orange
2019-11-25,Kollam,8.8932,76.6141,3.28,96.34,Yellow
2019-11-25,Alappuzha,9.4981,76.3388,5.97,123.73,Yellow
2019-11-25,Kottayam,9.5916,76.5222,4.71,166.89,Yellow
2019-11-25,Ernakulam,10.0827,76.2711,6.51,87.95,Yellow
2019-11-25,Thrissur,10.5276,76.2144,5.35,154.93,Orange
2019-11-25,Palakkad,10.7867,76.6548,2.08,181.74,Yellow
2019-11-25,Malappuram,11.2588,76.3183,7.0,143.33,Red
2019-11-25,Kozhikode,11.2588,75.7804,7.94,170.68,Red
2019-11-25,Wayanad,11.6854,76.132,3.72,116.61,Yellow
2019-11-25,Kannur,11.8745,75.3704,4.43,118.98,Yellow
2019-11-25,Kasaragod,12.499,75.0577,5.95,187.63,Orange
2019-11-25,Pathanamthitta,9.2646,76.7874,2.43,142.88,Yellow
2019-11-25,Idukki,9.8501,77.0166,8.47,116.68,Red
2019-11-26,Thiruvananthapuram,8.5241,76.9366,3.67,104.06,Yellow
2019-11-26,Kollam,8.8932,76.6141,4.19,134.16,Yellow
2019-11-26,Alappuzha,9.4981,76.3388,4.46,145.07,Yellow
2019-11-26,Kottayam,9.5916,76.5222,4.45,168.02,Yellow
2019-11-26,Ernakulam,10.0827,76.2711,6.12,85.48,Yellow
2019-11-26,Thrissur,10.5276,76.2144,7.42,96.91,Red
2019-11-26,Palakkad,10.7867,76.6548,1.63,130.78,Yellow
2019-11-26,Malappuram,11.2588,76.3183,7.48,90.43,Red
2019-11-26,Kozhikode,11.2588,75.7804,4.37,133.41,Yellow
2019-11-26,Wayanad,11.6854,76.132,4.0,143.22,Yellow
2019-11-26,Kannur,11.8745,75.3704,3.8,106.61,Yellow
2019-11-26,Kasaragod,12.499,75.0577,2.63,48.49,Yellow
2019-11-26,Pathanamthitta,9.2646,76.7874,5.92,90.54,Yellow
2019-11-26,Idukki,9.8501,77.0166,4.39,121.85,Yellow
2019-11-27,Thiruvananthapuram,8.5241,76.9366,4.05,148.3,Yellow
2019-11-27,Kollam,8.8932,76.6141,3.67,131.48,Yellow
2019-11-27,Alappuzha,9.4981,76.3388,5.08,97.74,Yellow
2019-11-27,Kottayam,9.5916,76.5222,5.72,148.43,Yellow
2019-11-27,Ernakulam,10.0827,76.2711,4.46,138.54,Yellow
2019-11-27,Thrissur,10.5276,76.2144,7.24,34.07,Red
2019-11-27,Palakkad,10.7867,76.6548,1.93,62.86,Yellow
2019-11-27,Malappuram,11.2588,76.3183,6.97,122.31,Yellow
2019-11-27,Kozhikode,11.2588,75.7804,4.85,64.57,Yellow
2019-11-27,Wayanad,11.6854,76.132,4.01,178.93,Yellow
2019-11-27,Kannur,11.8745,75.3704,4.52,78.66,Yellow
2019-11-27,Kasaragod,12.499,75.0577,5.01,101.88,Yellow
2019-11-27,Pathanamthitta,9.2646,76.7874,2.18,149.49,Yellow
2019-11-27,Idukki,9.8501,77.0166,3.79,220.7,Red
2019-11-28,Thiruvananthapuram,8.5241,76.9366,3.76,170.2,Yellow
2019-11-28,Kollam,8.8932,76.6141,4.95,106.42,Yellow
2019-11-28,Alappuzha,9.4981,76.3388,2.44,78.29,Yellow
2019-11-28,Kottayam,9.5916,76.5222,2.33,141.0,Yellow
2019-11-28,Ernakulam,10.0827,76.2711,6.62,103.31,Yellow
2019-11-28,Thrissur,10.5276,76.2144,5.98,174.14,Orange
2019-11-28,Palakkad,10.7867,76.6548,3.32,154.14,Yellow
2019-11-28,Malappuram,11.2588,76.3183,5.37,123.27,Yellow
2019-11-28,Kozhikode,11.2588,75.7804,3.14,18.24,Yellow
2019-11-28,Wayanad,11.6854,76.132,6.43,151.5,Orange
2019-11-28,Kannur,11.8745,75.3704,3.56,97.3,Yellow
2019-11-28,Kasaragod,12.499,75.0577,6.92,145.31,Yellow
2019-11-28,Pathanamthitta,9.2646,76.7874,6.93,158.99,Orange
2019-11-28,Idukki,9.8501,77.0166,6.74,132.73,Yellow
2019-11-29,Thiruvananthapuram,8.5241,76.9366,4.27,177.88,Yellow
2019-11-29,Kollam,8.8932,76.6141,4.09,113.66,Yellow
2019-11-29,Alappuzha,9.4981,76.3388,5.56,113.12,Yellow
2019-11-29,Kottayam,9.5916,76.5222,7.09,94.1,Red
2019-11-29,Ernakulam,10.0827,76.2711,6.91,85.6,Yellow
2019-11-29,Thrissur,10.5276,76.2144,3.21,47.77,Yellow
2019-11-29,Palakkad,10.7867,76.6548,3.92,106.53,Yellow
2019-11-29,Malappuram,11.2588,76.3183,8.45,107.84,Red
2019-11-29,Kozhikode,11.2588,75.7804,7.94,36.07,Red
2019-11-29,Wayanad,11.6854,76.132,6.83,127.14,Yellow
2019-11-29,Kannur,11.8745,75.3704,4.82,54.0,Yellow
2019-11-29,Kasaragod,12.499,75.0577,4.79,149.55,Yellow
2019-11-29,Pathanamthitta,9.2646,76.7874,4.21,145.53,Yellow
2019-11-29,Idukki,9.8501,77.0166,6.17,115.35,Yellow
2019-11-30,Thiruvananthapuram,8.5241,76.9366,5.9,62.67,Yellow
2019-11-30,Kollam,8.8932,76.6141,5.35,123.5,Yellow
2019-11-30,Alappuzha,9.4981,76.3388,4.54,185.3,Yellow
2019-11-30,Kottayam,9.5916,76.5222,3.24,85.45,Yellow
2019-11-30,Ernakulam,10.0827,76.2711,6.44,135.31,Yellow
2019-11-30,Thrissur,10.5276,76.2144,4.11,88.42,Yellow
2019-11-30,Palakkad,10.7867,76.6548,4.97,221.82,Red
2019-11-30,Malappuram,11.2588,76.3183,7.3,125.86,Red
2019-11-30,Kozhikode,11.2588,75.7804,5.49,176.72,Orange
2019-11-30,Wayanad,11.6854,76.132,5.93,120.96,Yellow
2019-11-30,Kannur,11.8745,75.3704,2.79,163.0,Yellow
2019-11-30,Kasaragod,12.499,75.0577,3.31,73.02,Yellow
2019-11-30,Pathanamthitta,9.2646,76.7874,3.43,87.06,Yellow
2019-11-30,Idukki,9.8501,77.0166,5.63,134.83,Yellow
2019-12-01,Thiruvananthapuram,8.5241,76.9366,2.82,153.58,Yellow
2019-12-01,Kollam,8.8932,76.6141,3.75,156.89,Yellow
2019-12-01,Alappuzha,9.4981,76.3388,3.02,152.41,Yellow
2019-12-01,Kottayam,9.5916,76.5222,4.59,109.01,Yellow
2019-12-01,Ernakulam,10.0827,76.2711,6.71,117.24,Yellow
2019-12-01,Thrissur,10.5276,76.2144,2.63,107.39,Yellow
2019-12-01,Palakkad,10.7867,76.6548,4.23,151.61,Yellow
2019-12-01,Malappuram,11.2588,76.3183,7.48,142.08,Red
2019-12-01,Kozhikode,11.2588,75.7804,4.28,189.46,Yellow
2019-12-01,Wayanad,11.6854,76.132,6.19,117.62,Yellow
2019-12-01,Kannur,11.8745,75.3704,4.37,57.25,Yellow
2019-12-01,Kasaragod,12.499,75.0577,6.45,144.61,Yellow
2019-12-01,Pathanamthitta,9.2646,76.7874,3.36,115.31,Yellow
2019-12-01,Idukki,9.8501,77.0166,7.0,157.3,Red
2019-12-02,Thiruvananthapuram,8.5241,76.9366,4.68,93.62,Yellow
2019-12-02,Kollam,8.8932,76.6141,6.79,142.22,Yellow
2019-12-02,Alappuzha,9.4981,76.3388,2.44,81.5,Yellow
2019-12-02,Kottayam,9.5916,76.5222,4.57,108.06,Yellow
2019-12-02,Ernakulam,10.0827,76.2711,4.4,144.83,Yellow
2019-12-02,Thrissur,10.5276,76.2144,4.06,165.12,Yellow
2019-12-02,Palakkad,10.7867,76.6548,2.28,75.94,Yellow
2019-12-02,Malappuram,11.2588,76.3183,3.27,138.23,Yellow
2019-12-02,Kozhikode,11.2588,75.7804,5.72,180.38,Orange
2019-12-02,Wayanad,11.6854,76.132,3.28,141.69,Yellow
2019-12-02,Kannur,11.8745,75.3704,2.62,148.88,Yellow
2019-12-02,Kasaragod,12.499,75.0577,6.8,187.32,Orange
2019-12-02,Pathanamthitta,9.2646,76.7874,5.07,122.62,Yellow
2019-12-02,Idukki,9.8501,77.0166,8.78,17.38,Red
2019-12-03,Thiruvananthapuram,8.5241,76.9366,4.22,52.0,Yellow
2019-12-03,Kollam,8.8932,76.6141,4.22,144.43,Yellow
2019-12-03,Alappuzha,9.4981,76.3388,4.11,75.56,Yellow
2019-12-03,Kottayam,9.5916,76.5222,6.97,146.86,Yellow
2019-12-03,Ernakulam,10.0827,76.2711,6.22,115.38,Yellow
2019-12-03,Thrissur,10.5276,76.2144,5.84,123.43,Yellow
2019-12-03,Palakkad,10.7867,76.6548,5.74,85.14,Yellow
2019-12-03,Malappuram,11.2588,76.3183,5.75,105.36,Yellow
2019-12-03,Kozhikode,11.2588,75.7804,3.58,152.42,Yellow
2019-12-03,Wayanad,11.6854,76.132,4.46,140.22,Yellow
2019-12-03,Kannur,11.8745,75.3704,3.2,111.27,Yellow
2019-12-03,Kasaragod,12.499,75.0577,6.86,72.98,Yellow
2019-12-03,Pathanamthitta,9.2646,76.7874,2.42,119.91,Yellow
2019-12-03,Idukki,9.8501,77.0166,4.82,69.19,Yellow
2019-12-04,Thiruvananthapuram,8.5241,76.9366,3.97,110.56,Yellow
2019-12-04,Kollam,8.8932,76.6141,5.17,205.8,Red
2019-12-04,Alappuzha,9.4981,76.3388,5.09,128.14,Yellow
2019-12-04,Kottayam,9.5916,76.5222,5.78,130.39,Yellow
2019-12-04,Ernakulam,10.0827,76.2711,4.94,199.93,Yellow
2019-12-04,Thrissur,10.5276,76.2144,3.42,82.91,Yellow
2019-12-04,Palakkad,10.7867,76.6548,1.94,106.89,Yellow
2019-12-04,Malappuram,11.2588,76.3183,4.17,140.43,Yellow
2019-12-04,Kozhikode,11.2588,75.7804,6.1,101.32,Yellow
2019-12-04,Wayanad,11.6854,76.132,5.12,191.0,Orange
2019-12-04,Kannur,11.8745,75.3704,3.85,99.96,Yellow
2019-12-04,Kasaragod,12.499,75.0577,2.82,149.2,Yellow
2019-12-04,Pathanamthitta,9.2646,76.7874,6.35,85.61,Yellow
2019-12-04,Idukki,9.8501,77.0166,5.66,112.3,Yellow
2019-12-05,Thiruvananthapuram,8.5241,76.9366,5.23,161.78,Orange
2019-12-05,Kollam,8.8932,76.6141,4.91,121.07,Yellow
2019-12-05,Alappuzha,9.4981,76.3388,6.23,82.68,Yellow
2019-12-05,Kottayam,9.5916,76.5222,4.41,117.28,Yellow
2019-12-05,Ernakulam,10.0827,76.2711,5.21,118.84,Yellow
2019-12-05,Thrissur,10.5276,76.2144,6.55,119.56,Yellow
2019-12-05,Palakkad,10.7867,76.6548,5.12,197.06,Orange
2019-12-05,Malappuram,11.2588,76.3183,5.25,59.18,Yellow
2019-12-05,Kozhikode,11.2588,75.7804,3.82,110.66,Yellow
2019-12-05,Wayanad,11.6854,76.132,6.83,97.74,Yellow
2019-12-05,Kannur,11.8745,75.3704,2.67,157.59,Yellow
2019-12-05,Kasaragod,12.499,75.0577,6.45,88.16,Yellow
2019-12-05,Pathanamthitta,9.2646,76.7874,5.12,183.63,Orange
2019-12-05,Idukki,9.8501,77.0166,4.75,124.07,Yellow
2019-12-06,Thiruvananthapuram,8.5241,76.9366,5.07,113.39,Yellow
2019-12-06,Kollam,8.8932,76.6141,3.09,122.61,Yellow
2019-12-06,Alappuzha,9.4981,76.3388,5.33,132.23,Yellow
2019-12-06,Kottayam,9.5916,76.5222,3.97,73.15,Yellow
2019-12-06,Ernakulam,10.0827,76.2711,2.51,128.96,Yellow
2019-12-06,Thrissur,10.5276,76.2144,7.61,90.36,Red
2019-12-06,Palakkad,10.7867,76.6548,5.24,112.37,Yellow
2019-12-06,Malappuram,11.2588,76.3183,3.9,118.71,Yellow
2019-12-06,Kozhikode,11.2588,75.7804,4.49,188.26,Yellow
2019-12-06,Wayanad,11.6854,76.132,5.98,110.93,Yellow
2019-12-06,Kannur,11.8745,75.3704,5.4,63.78,Yellow
2019-12-06,Kasaragod,12.499,75.0577,4.72,150.65,Yellow
2019-12-06,Pathanamthitta,9.2646,76.7874,6.75,112.38,Yellow
2019-12-06,Idukki,9.8501,77.0166,6.81,153.21,Orange
2019-12-07,Thiruvananthapuram,8.5241,76.9366,4.38,114.4,Yellow
2019-12-07,Kollam,8.8932,76.6141,5.93,150.17,Orange
2019-12-07,Alappuzha,9.4981,76.3388,6.03,83.46,Yellow
2019-12-07,Kottayam,9.5916,76.5222,2.39,97.12,Yellow
2019-12-07,Ernakulam,10.0827,76.2711,4.68,100.37,Yellow
2019-12-07,Thrissur,10.5276,76.2144,4.32,151.51,Yellow
2019-12-07,Palakkad,10.7867,76.6548,3.06,141.27,Yellow
2019-12-07,Malappuram,11.2588,76.3183,7.18,156.3,Red
2019-12-07,Kozhikode,11.2588,75.7804,5.07,127.35,Yellow
2019-12-07,Wayanad,11.6854,76.132,6.52,165.0,Orange
2019-12-07,Kannur,11.8745,75.3704,7.35,97.61,Red
2019-12-07,Kasaragod,12.499,75.0577,2.51,186.3,Yellow
2019-12-07,Pathanamthitta,9.2646,76.7874,3.91,118.08,Yellow
2019-12-07,Idukki,9.8501,77.0166,7.0,117.86,Red
2019-12-08,Thiruvananthapuram,8.5241,76.9366,4.77,81.31,Yellow
2019-12-08,Kollam,8.8932,76.6141,4.22,95.64,Yellow
2019-12-08,Alappuzha,9.4981,76.3388,3.48,71.48,Yellow
2019-12-08,Kottayam,9.5916,76.5222,3.43,88.15,Yellow
2019-12-08,Ernakulam,10.0827,76.2711,6.92,95.38,Yellow
2019-12-08,Thrissur,10.5276,76.2144,2.14,86.44,Yellow
2019-12-08,Palakkad,10.7867,76.6548,3.64,149.94,Yellow
2019-12-08,Malappuram,11.2588,76.3183,5.0,187.32,Orange
2019-12-08,Kozhikode,11.2588,75.7804,7.99,131.57,Red
2019-12-08,Wayanad,11.6854,76.132,5.27,116.67,Yellow
2019-12-08,Kannur,11.8745,75.3704,3.71,74.91,Yellow
2019-12-08,Kasaragod,12.499,75.0577,3.57,68.51,Yellow
2019-12-08,Pathanamthitta,9.2646,76.7874,2.34,72.67,Yellow
2019-12-08,Idukki,9.8501,77.0166,3.79,31.16,Yellow
2019-12-09,Thiruvananthapuram,8.5241,76.9366,4.7,126.72,Yellow
2019-12-09,Kollam,8.8932,76.6141,3.37,158.91,Yellow
2019-12-09,Alappuzha,9.4981,76.3388,4.57,135.31,Yellow
2019-12-09,Kottayam,9.5916,76.5222,2.92,114.75,Yellow
2019-12-09,Ernakulam,10.0827,76.2711,5.27,153.92,Orange
2019-12-09,Thrissur,10.5276,76.2144,3.13,173.59,Yellow
2019-12-09,Palakkad,10.7867,76.6548,1.73,109.03,Yellow
2019-12-09,Malappuram,11.2588,76.3183,4.84,105.49,Yellow
2019-12-09,Kozhikode,11.2588,75.7804,4.52,151.27,Yellow
2019-12-09,Wayanad,11.6854,76.132,4.14,137.96,Yellow
2019-12-09,Kannur,11.8745,75.3704,5.79,62.97,Yellow
2019-12-09,Kasaragod,12.499,75.0577,4.41,102.44,Yellow
2019-12-09,Pathanamthitta,9.2646,76.7874,3.61,153.91,Yellow
2019-12-09,Idukki,9.8501,77.0166,8.55,119.82,Red
2019-12-10,Thiruvananthapuram,8.5241,76.9366,2.51,158.4,Yellow
2019-12-10,Kollam,8.8932,76.6141,4.59,121.34,Yellow
2019-12-10,Alappuzha,9.4981,76.3388,2.83,103.67,Yellow
2019-12-10,Kottayam,9.5916,76.5222,2.97,116.88,Yellow
2019-12-10,Ernakulam,10.0827,76.2711,7.15,59.53,Red
2019-12-10,Thrissur,10.5276,76.2144,3.44,117.88,Yellow
2019-12-10,Palakkad,10.7867,76.6548,2.16,96.02,Yellow
2019-12-10,Malappuram,11.2588,76.3183,2.5,64.5,Yellow
2019-12-10,Kozhikode,11.2588,75.7804,2.91,134.35,Yellow
2019-12-10,Wayanad,11.6854,76.132,6.5,152.42,Orange
2019-12-10,Kannur,11.8745,75.3704,6.94,84.63,Yellow
2019-12-10,Kasaragod,12.499,75.0577,6.03,123.52,Yellow
2019-12-10,Pathanamthitta,9.2646,76.7874,4.15,119.54,Yellow
2019-12-10,Idukki,9.8501,77.0166,4.6,93.19,Yellow
2019-12-11,Thiruvananthapuram,8.5241,76.9366,4.94,83.16,Yellow
2019-12-11,Kollam,8.8932,76.6141,6.6,170.47,Orange
2019-12-11,Alappuzha,9.4981,76.3388,3.42,93.56,Yellow
2019-12-11,Kottayam,9.5916,76.5222,2.64,106.21,Yellow
2019-12-11,Ernakulam,10.0827,76.2711,7.83,175.96,Red
2019-12-11,Thrissur,10.5276,76.2144,2.11,130.91,Yellow
2019-12-11,Palakkad,10.7867,76.6548,5.32,124.2,Yellow
2019-12-11,Malappuram,11.2588,76.3183,6.08,112.67,Yellow
2019-12-11,Kozhikode,11.2588,75.7804,6.12,155.43,Orange
2019-12-11,Wayanad,11.6854,76.132,4.74,79.56,Yellow
2019-12-11,Kannur,11.8745,75.3704,6.95,120.22,Yellow
2019-12-11,Kasaragod,12.499,75.0577,5.2,130.97,Yellow
2019-12-11,Pathanamthitta,9.2646,76.7874,5.51,97.97,Yellow
2019-12-11,Idukki,9.8501,77.0166,2.69,148.52,Yellow
2019-12-12,Thiruvananthapuram,8.5241,76.9366,5.55,110.75,Yellow
2019-12-12,Kollam,8.8932,76.6141,3.82,153.16,Yellow
2019-12-12,Alappuzha,9.4981,76.3388,3.51,108.89,Yellow
2019-12-12,Kottayam,9.5916,76.5222,2.41,83.08,Yellow
2019-12-12,Ernakulam,10.0827,76.2711,7.67,141.61,Red
2019-12-12,Thrissur,10.5276,76.2144,7.82,139.09,Red
2019-12-12,Palakkad,10.7867,76.6548,5.48,133.67,Yellow
2019-12-12,Malappuram,11.2588,76.3183,3.03,87.32,Yellow
2019-12-12,Kozhikode,11.2588,75.7804,6.14,149.68,Yellow
2019-12-12,Wayanad,11.6854,76.132,5.57,90.52,Yellow
2019-12-12,Kannur,11.8745,75.3704,4.39,100.27,Yellow
2019-12-12,Kasaragod,12.499,75.0577,3.12,146.52,Yellow
2019-12-12,Pathanamthitta,9.2646,76.7874,5.3,208.61,Red
2019-12-12,Idukki,9.8501,77.0166,8.16,106.86,Red
2019-12-13,Thiruvananthapuram,8.5241,76.9366,3.53,172.89,Yellow
2019-12-13,Kollam,8.8932,76.6141,4.0,88.81,Yellow
2019-12-13,Alappuzha,9.4981,76.3388,3.86,133.74,Yellow
2019-12-13,Kottayam,9.5916,76.5222,7.07,145.53,Red
2019-12-13,Ernakulam,10.0827,76.2711,5.37,28.32,Yellow
2019-12-13,Thrissur,10.5276,76.2144,6.91,146.33,Yellow
2019-12-13,Palakkad,10.7867,76.6548,3.68,122.2,Yellow
2019-12-13,Malappuram,11.2588,76.3183,5.59,143.68,Yellow
2019-12-13,Kozhikode,11.2588,75.7804,2.87,158.12,Yellow
2019-12-13,Wayanad,11.6854,76.132,4.24,142.75,Yellow
2019-12-13,Kannur,11.8745,75.3704,6.07,133.33,Yellow
2019-12-13,Kasaragod,12.499,75.0577,2.56,166.81,Yellow
2019-12-13,Pathanamthitta,9.2646,76.7874,4.63,129.66,Yellow
2019-12-13,Idukki,9.8501,77.0166,5.84,49.37,Yellow
2019-12-14,Thiruvananthapuram,8.5241,76.9366,3.63,206.06,Red
2019-12-14,Kollam,8.8932,76.6141,4.81,138.97,Yellow
2019-12-14,Alappuzha,9.4981,76.3388,3.16,171.73,Yellow
2019-12-14,Kottayam,9.5916,76.5222,4.25,125.82,Yellow
2019-12-14,Ernakulam,10.0827,76.2711,6.06,104.33,Yellow
2019-12-14,Thrissur,10.5276,76.2144,6.49,110.26,Yellow
2019-12-14,Palakkad,10.7867,76.6548,4.12,149.35,Yellow
2019-12-14,Malappuram,11.2588,76.3183,5.36,71.32,Yellow
2019-12-14,Kozhikode,11.2588,75.7804,6.37,103.81,Yellow
2019-12-14,Wayanad,11.6854,76.132,6.27,192.13,Orange
2019-12-14,Kannur,11.8745,75.3704,3.8,31.15,Yellow
2019-12-14,Kasaragod,12.499,75.0577,4.04,110.58,Yellow
2019-12-14,Pathanamthitta,9.2646,76.7874,5.7,91.0,Yellow
2019-12-14,Idukki,9.8501,77.0166,4.55,117.9,Yellow
2019-12-15,Thiruvananthapuram,8.5241,76.9366,4.81,101.97,Yellow
2019-12-15,Kollam,8.8932,76.6141,3.8,138.86,Yellow
2019-12-15,Alappuzha,9.4981,76.3388,5.27,114.09,Yellow
2019-12-15,Kottayam,9.5916,76.5222,3.62,164.34,Yellow
2019-12-15,Ernakulam,10.0827,76.2711,7.07,135.35,Red
2019-12-15,Thrissur,10.5276,76.2144,7.14,138.04,Red
2019-12-15,Palakkad,10.7867,76.6548,4.9,134.67,Yellow
2019-12-15,Malappuram,11.2588,76.3183,6.4,104.92,Yellow
2019-12-15,Kozhikode,11.2588,75.7804,6.14,52.6,Yellow
2019-12-15,Wayanad,11.6854,76.132,5.2,94.62,Yellow
2019-12-15,Kannur,11.8745,75.3704,7.49,177.18,Red
2019-12-15,Kasaragod,12.499,75.0577,5.7,141.54,Yellow
2019-12-15,Pathanamthitta,9.2646,76.7874,4.84,128.65,Yellow
2019-12-15,Idukki,9.8501,77.0166,5.21,76.15,Yellow
2019-12-16,Thiruvananthapuram,8.5241,76.9366,4.51,91.9,Yellow
2019-12-16,Kollam,8.8932,76.6141,6.71,126.08,Yellow
2019-12-16,Alappuzha,9.4981,76.3388,5.75,105.69,Yellow
2019-12-16,Kottayam,9.5916,76.5222,3.94,172.69,Yellow
2019-12-16,Ernakulam,10.0827,76.2711,2.91,105.26,Yellow
2019-12-16,Thrissur,10.5276,76.2144,3.92,122.76,Yellow
2019-12-16,Palakkad,10.7867,76.6548,5.8,135.39,Yellow
2019-12-16,Malappuram,11.2588,76.3183,5.21,194.8,Orange
2019-12-16,Kozhikode,11.2588,75.7804,6.68,52.24,Yellow
2019-12-16,Wayanad,11.6854,76.132,4.57,137.2,Yellow
2019-12-16,Kannur,11.8745,75.3704,7.09,55.33,Red
2019-12-16,Kasaragod,12.499,75.0577,4.54,82.85,Yellow
2019-12-16,Pathanamthitta,9.2646,76.7874,5.55,99.13,Yellow
2019-12-16,Idukki,9.8501,77.0166,8.15,181.37,Red
2019-12-17,Thiruvananthapuram,8.5241,76.9366,4.2,144.41,Yellow
2019-12-17,Kollam,8.8932,76.6141,6.55,97.87,Yellow
2019-12-17,Alappuzha,9.4981,76.3388,3.61,182.56,Yellow
2019-12-17,Kottayam,9.5916,76.5222,5.62,98.75,Yellow
2019-12-17,Ernakulam,10.0827,76.2711,4.83,114.45,Yellow
2019-12-17,Thrissur,10.5276,76.2144,7.32,164.37,Red
2019-12-17,Palakkad,10.7867,76.6548,3.88,51.42,Yellow
2019-12-17,Malappuram,11.2588,76.3183,7.74,92.04,Red
2019-12-17,Kozhikode,11.2588,75.7804,6.13,144.57,Yellow
2019-12-17,Wayanad,11.6854,76.132,4.32,157.61,Yellow
2019-12-17,Kannur,11.8745,75.3704,6.01,125.59,Yellow
2019-12-17,Kasaragod,12.499,75.0577,3.74,122.96,Yellow
2019-12-17,Pathanamthitta,9.2646,76.7874,2.38,112.9,Yellow
2019-12-17,Idukki,9.8501,77.0166,3.23,111.11,Yellow
2019-12-18,Thiruvananthapuram,8.5241,76.9366,3.76,85.84,Yellow
2019-12-18,Kollam,8.8932,76.6141,3.93,143.33,Yellow
2019-12-18,Alappuzha,9.4981,76.3388,5.91,22.28,Yellow
2019-12-18,Kottayam,9.5916,76.5222,4.8,90.24,Yellow
2019-12-18,Ernakulam,10.0827,76.2711,4.74,101.93,Yellow
2019-12-18,Thrissur,10.5276,76.2144,4.86,58.64,Yellow
2019-12-18,Palakkad,10.7867,76.6548,3.08,65.84,Yellow
2019-12-18,Malappuram,11.2588,76.3183,2.77,130.67,Yellow
2019-12-18,Kozhikode,11.2588,75.7804,5.46,78.54,Yellow
2019-12-18,Wayanad,11.6854,76.132,5.77,74.23,Yellow
2019-12-18,Kannur,11.8745,75.3704,5.69,97.72,Yellow
2019-12-18,Kasaragod,12.499,75.0577,5.46,129.26,Yellow
2019-12-18,Pathanamthitta,9.2646,76.7874,3.11,111.11,Yellow
2019-12-18,Idukki,9.8501,77.0166,2.89,137.85,Yellow
2019-12-19,Thiruvananthapuram,8.5241,76.9366,3.32,0,Yellow
2019-12-19,Kollam,8.8932,76.6141,5.14,112.63,Yellow
2019-12-19,Alappuzha,9.4981,76.3388,2.31,110.27,Yellow
2019-12-19,Kottayam,9.5916,76.5222,4.85,79.75,Yellow
2019-12-19,Ernakulam,10.0827,76.2711,7.26,111.14,Red
2019-12-19,Thrissur,10.5276,76.2144,6.89,111.77,Yellow
2019-12-19,Palakkad,10.7867,76.6548,2.52,177.05,Yellow
